open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1715288700000,62676.5,62782.0,62648.0,62768.0,125232,1715288999999,199.64302661,3717,65406,104.26957087,0
1715289000000,62768.0,62772.0,62640.0,62640.0,53491,1715289299999,85.28620868,2284,16465,26.25535140,0
1715289300000,62639.3,62639.3,62527.2,62564.1,45695,1715289599999,73.02978102,2323,19888,31.78821149,0
1715289600000,62564.1,62564.1,62441.1,62524.8,55589,1715289899999,88.94791771,1986,25340,40.55249801,0
1715289900000,62524.8,62558.2,62506.1,62510.0,29907,1715290199999,47.82642935,1083,16684,26.68203478,0
1715290200000,62510.0,62593.9,62460.0,62478.6,32707,1715290499999,52.31707792,1436,14765,23.61641844,0
1715290500000,62478.6,62545.7,62414.6,62414.6,26184,1715290799999,41.90482029,1204,8610,13.77882428,0
1715290800000,62414.5,62507.3,62395.4,62453.8,33578,1715291099999,53.77995160,1468,22619,36.23163126,0
1715291100000,62453.8,62488.6,62453.7,62488.6,10055,1715291399999,16.09487370,659,3651,5.84426319,0
1715291400000,62488.6,62567.9,62388.1,62552.1,36949,1715291699999,59.16422268,1993,20975,33.58453879,0
1715291700000,62552.1,62552.1,62497.4,62500.8,19093,1715291999999,30.54072241,1333,5241,8.38458495,0
1715292000000,62500.9,62547.7,62454.0,62496.3,50461,1715292299999,80.72803083,2552,23609,37.77503182,0
1715292300000,62496.3,62593.0,62492.3,62554.0,59796,1715292599999,95.63856899,2495,32920,52.65528537,0
1715292600000,62554.0,62624.0,62542.0,62583.6,59946,1715292899999,95.78636428,2017,18141,28.99170220,0
1715292900000,62583.6,62600.0,62538.7,62582.3,126120,1715293199999,201.50675228,2757,69007,110.25549439,0
1715293200000,62582.3,62600.0,62582.3,62600.0,152188,1715293499999,243.11774370,2602,133523,213.29977136,0
1715293500000,62599.9,62705.7,62599.9,62705.7,246719,1715293799999,393.92003359,3881,199550,318.66996078,0
1715293800000,62705.6,62723.6,62618.0,62698.0,84346,1715294099999,134.60890424,2557,34434,54.96051643,0
1715294100000,62698.0,62904.0,62698.0,62827.6,171989,1715294399999,273.78698661,4845,97114,154.63333784,0
1715294400000,62827.7,62977.8,62802.0,62952.0,237769,1715294699999,377.94296188,4821,152353,242.17980048,0
1715294700000,62952.0,63276.7,62900.0,63160.2,381126,1715294999999,604.14200675,8447,228916,362.92783326,0
1715295000000,63160.2,63386.6,63134.0,63323.6,451574,1715295299999,714.15904412,6364,315167,498.59900610,0
1715295300000,63323.7,63351.5,63200.8,63245.7,146431,1715295599999,231.47147793,3336,53871,85.16014304,0
1715295600000,63245.8,63300.0,63166.6,63180.0,119415,1715295899999,188.86947183,3226,63465,100.38747003,0
1715295900000,63179.9,63211.9,63083.0,63092.0,154745,1715296199999,245.05854238,3632,50460,79.89755899,0
1715296200000,63092.1,63104.3,62971.6,63060.7,115359,1715296499999,182.98914043,2897,54597,86.61299333,0
1715296500000,63060.7,63060.7,62833.3,62938.7,317963,1715296799999,505.33875105,4631,88062,139.95154219,0
1715296800000,62938.6,62938.7,62838.3,62864.5,66838,1715297099999,106.28591327,2027,27998,44.52721337,0
1715297100000,62864.5,62943.6,62860.0,62896.0,61897,1715297399999,98.39849492,1586,30603,48.65356839,0
1715297400000,62896.0,62933.6,62862.1,62921.1,38408,1715297699999,61.05397473,1537,19753,31.40119120,0
1715297700000,62921.1,62921.2,62816.7,62855.9,50874,1715297999999,80.93968874,1850,20385,32.43879621,0
1715298000000,62855.9,62861.5,62826.1,62853.8,15748,1715298299999,25.05676636,931,5779,9.19569621,0
1715298300000,62853.9,63037.6,62853.9,63026.0,118322,1715298599999,187.97299235,2881,79632,126.50821690,0
1715298600000,63026.0,63130.0,63020.2,63061.2,71007,1715298899999,112.59000289,2513,36380,57.69394791,0
1715298900000,63061.2,63081.3,62990.9,63034.2,47884,1715299199999,75.96577691,1952,19335,30.67692761,0
